,URLs,Year,Week
344,https://www.pro-football-reference.com/boxscores/201310130nwe.htm,2013,6
345,https://www.pro-football-reference.com/boxscores/201310130sfo.htm,2013,6
346,https://www.pro-football-reference.com/boxscores/201310130dal.htm,2013,6
347,https://www.pro-football-reference.com/boxscores/201310140sdg.htm,2013,6
348,https://www.pro-football-reference.com/boxscores/201310170crd.htm,2013,7
349,https://www.pro-football-reference.com/boxscores/201310200atl.htm,2013,7
350,https://www.pro-football-reference.com/boxscores/201310200det.htm,2013,7
351,https://www.pro-football-reference.com/boxscores/201310200jax.htm,2013,7
352,https://www.pro-football-reference.com/boxscores/201310200mia.htm,2013,7
353,https://www.pro-football-reference.com/boxscores/201310200phi.htm,2013,7
354,https://www.pro-football-reference.com/boxscores/201310200car.htm,2013,7
355,https://www.pro-football-reference.com/boxscores/201310200nyj.htm,2013,7
356,https://www.pro-football-reference.com/boxscores/201310200was.htm,2013,7
357,https://www.pro-football-reference.com/boxscores/201310200oti.htm,2013,7
358,https://www.pro-football-reference.com/boxscores/201310200gnb.htm,2013,7
359,https://www.pro-football-reference.com/boxscores/201310200pit.htm,2013,7
360,https://www.pro-football-reference.com/boxscores/201310200kan.htm,2013,7
361,https://www.pro-football-reference.com/boxscores/201310200clt.htm,2013,7
362,https://www.pro-football-reference.com/boxscores/201310210nyg.htm,2013,7
363,https://www.pro-football-reference.com/boxscores/201310240tam.htm,2013,8
364,https://www.pro-football-reference.com/boxscores/201310270kan.htm,2013,8
365,https://www.pro-football-reference.com/boxscores/201310270nor.htm,2013,8
366,https://www.pro-football-reference.com/boxscores/201310270nwe.htm,2013,8
367,https://www.pro-football-reference.com/boxscores/201310270phi.htm,2013,8
368,https://www.pro-football-reference.com/boxscores/201310270det.htm,2013,8
369,https://www.pro-football-reference.com/boxscores/201310270jax.htm,2013,8
370,https://www.pro-football-reference.com/boxscores/201310270rai.htm,2013,8
371,https://www.pro-football-reference.com/boxscores/201310270cin.htm,2013,8
372,https://www.pro-football-reference.com/boxscores/201310270crd.htm,2013,8
373,https://www.pro-football-reference.com/boxscores/201310270den.htm,2013,8
374,https://www.pro-football-reference.com/boxscores/201310270min.htm,2013,8
375,https://www.pro-football-reference.com/boxscores/201310280ram.htm,2013,8
376,https://www.pro-football-reference.com/boxscores/201310310mia.htm,2013,9
377,https://www.pro-football-reference.com/boxscores/201311030ram.htm,2013,9
378,https://www.pro-football-reference.com/boxscores/201311030buf.htm,2013,9
379,https://www.pro-football-reference.com/boxscores/201311030car.htm,2013,9
380,https://www.pro-football-reference.com/boxscores/201311030dal.htm,2013,9
381,https://www.pro-football-reference.com/boxscores/201311030was.htm,2013,9
382,https://www.pro-football-reference.com/boxscores/201311030nyj.htm,2013,9
383,https://www.pro-football-reference.com/boxscores/201311030rai.htm,2013,9
384,https://www.pro-football-reference.com/boxscores/201311030sea.htm,2013,9
385,https://www.pro-football-reference.com/boxscores/201311030cle.htm,2013,9
386,https://www.pro-football-reference.com/boxscores/201311030nwe.htm,2013,9
387,https://www.pro-football-reference.com/boxscores/201311030htx.htm,2013,9
388,https://www.pro-football-reference.com/boxscores/201311040gnb.htm,2013,9
389,https://www.pro-football-reference.com/boxscores/201311070min.htm,2013,10
390,https://www.pro-football-reference.com/boxscores/201311100gnb.htm,2013,10
391,https://www.pro-football-reference.com/boxscores/201311100oti.htm,2013,10
392,https://www.pro-football-reference.com/boxscores/201311100pit.htm,2013,10
393,https://www.pro-football-reference.com/boxscores/201311100rav.htm,2013,10
394,https://www.pro-football-reference.com/boxscores/201311100atl.htm,2013,10
395,https://www.pro-football-reference.com/boxscores/201311100chi.htm,2013,10
396,https://www.pro-football-reference.com/boxscores/201311100clt.htm,2013,10
